省份,城市,区域,院校名称,建校时间,隶属于,985工程,211工程,双一流,强基,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,简介
河南,洛阳市,吉利区,洛阳职业技术学院,2011,河南省,,,,,0,0,0,0,2800,综合类,专科（高职）,公办,lyzyjsxy@126.com,洛阳市伊滨区科技大道6号,http://www.lypt.edu.cn/,0379-62231865,洛阳职业技术学院位于千年古都洛阳，是洛阳市政府举办和管理的唯一一所公办全日制普通高等职业院校，河南省优质高等职业院校、河南省文明校园、河南省职业教育特色院校。学院前身为1945年成立的“豫西公学”（洛阳市财经学校前身）、1959年成立的洛阳市工人技术学校(后更名为洛阳高级技工学校)、1972年成立的洛阳市卫生学校和洛阳市第二卫生职业中等专业学校、1974
上海,上海市,徐汇区,上海民航职业技术学院,2012,交通运输部,,,,,0,0,0,0,680,综合类,专科（高职）,公办,scaczb@163.com,上海市徐汇区龙华西路1号,http://www.shcac.edu.cn/,021-34693230,国家公办民航直属立足华东，服务民航，特色鲜明，社会满意上海民航职业技术学院(学院代码14394)是经上海市人民政府批准、教育部备案、隶属于中国民用航空局的独立设置的一所全日制公办普通高等院校。学院面向行业，致力于培养服务民航和社会发展所需的一线高素质、高技能型人才。学院招生专业有空中乘务、民航空中安全保卫、民航运输、民航运输(民航电子商务)、
湖北,武汉市,,湖北体育职业学院,1978,湖北省,,,,,0,0,0,0,520,体育类,专科（高职）,公办,hbsport@hbsport.gov.cn,湖北省武汉市东湖新技术开发区高新大道333号,http://www.hbtyzy.com,027-87780732,湖北体育职业学院2010年由省政府批准，2011年5月教育部审批备案。学院位于武汉市东湖新技术开发区，风景秀丽，环境优美，是一所集体育职业教学、运动训练、体育科研于一体的体育高职学院。学院师资队伍分为文化基础课教师、体育基础理论课教师和术科教师三类，配备科学合理。创建初期，有专任教师95人，其中具有副高级以上专业技术职务的51人，大学本科以上学历教
湖南,株洲市,,湖南有色金属职业技术学院,2009,湖南省,,,,,0,0,0,0,300,综合类,专科（高职）,公办,,湖南职业教育大学城株洲市云龙示范区盘龙路88号,http://www.hnyszy.com.cn,"0731-22713079,0731-22713066,0731-22713033",湖南有色金属职业技术学院成立于2011年3月，是湖南省人民政府举办、湖南省工业和信息化厅主管的全日制普通高等学校，是“中国有色金属工业高技能人才培养基地”、“全国职工职业技能实训基地”、“中南有色金属职业教育集团牵头单位”、“湖南省文明高校”。学院位于长株潭融城核心区株洲（湖南）职教城，区位优势明显，交通便捷。学院占地300余亩，总投资6亿元
内蒙古,呼和浩特市,,内蒙古能源职业学院,1997,内蒙古自治区教育厅,,,,,0,0,0,0,360,理工类,专科（高职）,民办,nmpower1@126.com,内蒙古呼和浩特市金川开发区金川西街35号,http://www.nmpower.cn/,"0471-5221833,0471-5221828",内蒙古能源职业学院是一所以能源为特色，建筑、交通服务等专业协同发展的全日制普通高等职业院校，始创于1997年，其前身是内蒙古电力培训学院，2010年经内蒙古人民政府批准、国家教育部备案，独立升格为国家统招院校，是内蒙古自治区唯一一所能源类高等职业学校。在校生三千余人，来自全国十余个省、市、自治区。学院位于内蒙古自治区首府呼和浩特市新城区，处于
山东,泰安市,,泰山护理职业学院,1956,山东省,,,,,0,0,0,0,530,医药类,专科（高职）,公办,tshlxyzsb@163.com,泰安市迎胜东路8号,http://www.tshlxy.com,"0538-8082828,0538-8082808,0538-8082728","泰山护理职业学院前身为泰安卫生学校，创建于1956年。2011年经省政府批准，升格为高等专科学校。学院占地面积530亩，校舍建筑面积13万㎡，2015年拟新建学生公寓、实训楼等建筑约2.5万㎡。学院设有8个系部、11个行政处室和4个教辅机构，分设国家计划大专(包括三年制大专与初中起点五年一贯制大专)和三年制中专,开设护理、涉外护理、助产、医学影像技术、康复治疗技术、"
安徽,合肥市,包河区,安徽经济管理干部学院,1983,安徽省教育厅,,,,,0,0,0,0,530,财经类,专科（高职）,公办,zhaosheng@ahsa.edu.cn,安徽省合肥市望江东路115号,http://www.ahsa.edu.cn/,0551-63415915,安徽经济管理干部学院与安徽行政学院是一个机构、两块牌子，为安徽省政府直属单位。自1983年承担专科学历教育及对外合作办学任务以来，紧紧围绕省委、省政府中心工作，服务全省经济社会发展大局，积极开展教学、科研、国际交流合作等工作，为建设我省高素质的干部队伍作出了重要贡献，为国家经济社会发展输送了数以万计的优秀人才，被誉为“江淮之滨企业家的摇
广东,广州市,越秀区,广东青年职业学院,1950,广东省,,,,,0,0,0,0,500,综合类,专科（高职）,公办,gqyzsb@126.com,"天河校区：广州天河区沙太南路66号,白云校区：广州白云区钟落潭镇高职园区",http://www.gdycps.edu.cn/,"020-37250935,020-37250936",广东青年职业学院(原广东青年干部学院)前身是成立于1950年的华南团校，是一所经广东省人民政府批准成立、国家教育部备案、有60多年办学历史的全日制公办普通高等学校，隶属于共青团广东省委员会，主要承担高职教育、成人教育、共青团干部培训、青年职业技能培训和青年工作理论创新的职能。学院地处广州市，现有白云和天河两个校区，校园占地面积500多亩，规划校舍
湖北,襄阳市,,襄阳汽车职业技术学院,1955,湖北省,,,,,0,0,0,0,620,理工类,专科（高职）,公办,xyqczyzjc@163.com,湖北省襄阳市襄城区尹集东街66号,http://www.xyqczy.com,"0710-3069875,0710-3069876,0710-3069877",襄阳汽车职业技术学院是经湖北省人民政府批准，教育部备案，于2010年4月成立的湖北省唯一一所汽车类公办高职院校，是湖北省高技能人才培训基地、湖北省大学生创新创业示范基地、湖北省“五四”红旗团委、市级文明单位。办学十余年来，在省、市党委、政府，以及社会各界的支持下，全体教职工栉风沐雨，砥砺前行，形成了“精耕汽车、深融产教、滋润职业、鼎力社会
广东,惠州市,,惠州卫生职业技术学院,1958,广东省,,,,,0,0,0,0,441,医药类,专科（高职）,公办,hzwzyxsc@163.com,广东省惠州市惠城区惠南大道（三栋段）69号,http://www.hzhsp.edu.cn/,"0752-2366800,0752-2366788",惠州卫生职业技术学院是2012年3月经广东省人民政府批准、教育部备案设立的惠州市第一所公办全日制高等职业院校。学校前身是始建于1958年的国家重点中专学校——惠州卫生学校。60年以来，学校为惠州及周边地区培养和输送了一大批医疗卫生人才，被誉为白衣天使的摇篮。校园占地413亩，建筑面积12.04万平方米。学校设有直属附属医院一所，占地30多亩，建筑面积1.69万平方
安徽,亳州市,,安徽卫生健康职业学院,1926,安徽省,,,,,0,0,0,0,521,综合类,专科（高职）,公办,,安徽省池州市教育园区通港路9号,http://www.ahwsjkxy.edu.cn/,"0566-2125717,0566-2121570",安徽卫生健康职业学院是一所省属公办全日制普通高等职业院校，其前身为创办于1926年的芜湖医院护士学校，先后历经芜湖卫生学校、池州卫生学校、安徽省计划生育学校等办学阶段。2012年3月升格为安徽人口职业学院，正式列入专科层次的全日制普通高校行列。2017年5月，经省人民政府批准并经教育部备案更名为安徽卫生健康职业学院，隶属于安徽省卫生和计划生育委员会，
内蒙古,巴彦淖尔市,磴口县,内蒙古美术职业学院,2012,内蒙古自治区教育厅,,,,,0,0,0,0,154,艺术类,专科（高职）,民办,2319290632@qq.com,内蒙古巴彦淖尔市临河区双河新区三封路甲1号,http://www.nmgmsxy.net/index.html,"0478-8315444,0478-8315536",
山东,济南市,,山东财经大学燕山学院,2005,山东省教育厅,,,,,0,0,0,0,800,财经类,普通本科,民办,scdyszs@163.com,山东省莱芜市高新技术产业开发区山财大街5号,http://ys.sdufe.edu.cn/,0531-89707258,山东财经大学燕山学院是于2005年经教育部批准设立的独立学院，是以实施全日制普通本科教育为主的财经类高等学校。学校现由山东财经大学与山东莱芜城市建设投资控股有限公司共同举办，位于莱芜市高新技术开发区，校园环境优美，教学设施齐全。学校依托山东财经大学的优势学科和专业，教学质量稳步提升，人才培养特色鲜明。据艾瑞深中国校友会网《2018年中国大学评
新疆,乌鲁木齐市,,新疆体育职业技术学院,2011,新疆维吾尔自治区,,,,,0,0,0,0,184,体育类,专科（高职）,公办,690591278@QQ.com,新疆乌鲁木齐市天山区明华街41号,,"0991-2574567,0991-2557491",新疆体育职业技术学院是隶属于新疆维吾尔自治区体育局的事业单位，为非营利性事业组织，学院在自治区体育局主办、自治区教育厅主管下，在学院党委的直接领导下开展学院的各项工作。学院占地面积184.3亩，建筑面积已达到67531.34平方米，生均教学行政用房达到了22平方米；现有教学训练科研仪器设备3000多万元；藏书量25万多册；学院现有教师134人，其中专任教师116人，
广东,东莞市,,广东创新科技职业学院,2011,广东省教育厅,,,,,0,0,0,0,926,理工类,专科（高职）,民办,cxxyzs123@126.com,广东省东莞市厚街镇教育园区学府路,http://www.gdcxxy.edu.cn/,"0769-83076600,0769-83076606",广东创新科技职业学院是经广东省人民政府批准、教育部备案、广东省教育厅主管的一所全日制普通高等职业院校。学校创建于2011年，现拥有12000多名学生规模。学校下设信息工程学院、财经学院、机电工程系、建筑工程系、管理系、艺术设计系、外语系等7个二级学院(系)，开设30个专业。学校位于粤港澳大湾区的东莞市，地理位置优越、便利。学校坐落在“中国会展名镇”、
山东,潍坊市,寒亭区,潍坊护理职业学院,2011,山东省,,,,,0,0,0,0,800,医药类,专科（高职）,公办,wfhlxy@163.com,山东省青州市云门山南路9966号,http://www.wfhlxy.com/,"0536-3278236,0536-3278535",【学院概况】潍坊护理职业学院是经山东省政府批准设立的全日制普通高等学校，由山东省益都卫生学校和潍坊卫生学校合并组建而成。学院现有三个校区，学院新校区作为主校区坐落在青州市云驼风景区内，校园总占地780亩，建筑面积21.3万平方米;建有附属医院3所，养老护理院1所，省级以上财政支持的实训基地2个，建有高标准实验室139个，教学仪器设备总值9600多万元。现
北京,北京市,通州区,北京卫生职业学院,2012,北京市,,,,,0,0,0,0,0,医药类,专科（高职）,公办,sxyglc@163.com,北京市通州区九棵树东路128号,http://www.bjwszyxy.com/,"010-63209026,010-63209027,010-63209118",北京卫生职业学院是经北京市人民政府批准、国家教育部备案的一所全日制普通高等学校，隶属于北京市卫生和计划生育委员会。学院以科学发展观为统领，全面贯彻党的教育方针，坚持“以人为本、德育为先、质量为重”的办学宗旨，以强化内涵建设，提升师生综合素质为重点，以办成全国一流且具有国际水平的高等卫生职业院校为目标，以培养“专业型、实用型、国际型
